month_start,store_nbr,family,unit_sales,promotion_units,observed_days,zero_sales_days
2014-02-01,46,HOME APPLIANCES,39.0,0,28,5
2014-02-01,46,HOME CARE,0.0,0,28,28
2014-02-01,46,LADIESWEAR,0.0,0,28,28
2014-02-01,46,LAWN AND GARDEN,183.0,0,28,0
2014-02-01,46,LINGERIE,163.0,0,28,0
2014-02-01,46,"LIQUOR,WINE,BEER",2841.0,0,28,6
2014-02-01,46,MAGAZINES,0.0,0,28,28
2014-02-01,46,MEATS,30312.096,0,28,0
2014-02-01,46,PERSONAL CARE,18240.0,0,28,0
2014-02-01,46,PET SUPPLIES,0.0,0,28,28
2014-02-01,46,PLAYERS AND ELECTRONICS,0.0,0,28,28
2014-02-01,46,POULTRY,31559.135,0,28,0
2014-02-01,46,PREPARED FOODS,4290.771,0,28,0
2014-02-01,46,PRODUCE,205.0,0,28,0
2014-02-01,46,SCHOOL AND OFFICE SUPPLIES,0.0,0,28,28
2014-02-01,46,SEAFOOD,969.1651,0,28,0
2014-02-01,47,AUTOMOTIVE,438.0,0,28,0
2014-02-01,47,BABY CARE,0.0,0,28,28
2014-02-01,47,BEAUTY,244.0,0,28,0
2014-02-01,47,BEVERAGES,94646.0,0,28,0
2014-02-01,47,BOOKS,0.0,0,28,28
2014-02-01,47,BREAD/BAKERY,24846.547,0,28,0
2014-02-01,47,CELEBRATION,0.0,0,28,28
2014-02-01,47,CLEANING,61022.0,0,28,0
2014-02-01,47,DAIRY,51410.0,0,28,0
2014-02-01,47,DELI,16336.53,0,28,0
2014-02-01,47,EGGS,9825.0,0,28,0
2014-02-01,47,FROZEN FOODS,8533.324,0,28,0
2014-02-01,47,GROCERY I,214900.0,0,28,0
2014-02-01,47,GROCERY II,1488.0,0,28,0
2014-02-01,47,HARDWARE,37.0,0,28,9
2014-02-01,47,HOME AND KITCHEN I,0.0,0,28,28
2014-02-01,47,HOME AND KITCHEN II,0.0,0,28,28
2014-02-01,47,HOME APPLIANCES,67.0,0,28,3
2014-02-01,47,HOME CARE,0.0,0,28,28
2014-02-01,47,LADIESWEAR,0.0,0,28,28
2014-02-01,47,LAWN AND GARDEN,332.0,0,28,0
2014-02-01,47,LINGERIE,119.0,0,28,3
2014-02-01,47,"LIQUOR,WINE,BEER",3525.0,0,28,6
2014-02-01,47,MAGAZINES,0.0,0,28,28
2014-02-01,47,MEATS,23043.342,0,28,0
2014-02-01,47,PERSONAL CARE,16633.0,0,28,0
2014-02-01,47,PET SUPPLIES,0.0,0,28,28
2014-02-01,47,PLAYERS AND ELECTRONICS,0.0,0,28,28
2014-02-01,47,POULTRY,35704.992,0,28,0
2014-02-01,47,PREPARED FOODS,7636.39,0,28,0
2014-02-01,47,PRODUCE,293.0,0,28,1
2014-02-01,47,SCHOOL AND OFFICE SUPPLIES,0.0,0,28,28
2014-02-01,47,SEAFOOD,1765.1309,0,28,0
2014-02-01,48,AUTOMOTIVE,485.0,0,28,0
2014-02-01,48,BABY CARE,0.0,0,28,28
2014-02-01,48,BEAUTY,204.0,0,28,0
2014-02-01,48,BEVERAGES,57932.0,0,28,0
2014-02-01,48,BOOKS,0.0,0,28,28
2014-02-01,48,BREAD/BAKERY,15618.66,0,28,0
2014-02-01,48,CELEBRATION,0.0,0,28,28
2014-02-01,48,CLEANING,55952.0,0,28,0
2014-02-01,48,DAIRY,36786.0,0,28,0
2014-02-01,48,DELI,18267.703,0,28,0
2014-02-01,48,EGGS,3943.0,0,28,0
2014-02-01,48,FROZEN FOODS,5393.4043,0,28,0
2014-02-01,48,GROCERY I,186259.0,0,28,0
2014-02-01,48,GROCERY II,748.0,0,28,0
2014-02-01,48,HARDWARE,19.0,0,28,17
2014-02-01,48,HOME AND KITCHEN I,0.0,0,28,28
2014-02-01,48,HOME AND KITCHEN II,0.0,0,28,28
2014-02-01,48,HOME APPLIANCES,25.0,0,28,13
2014-02-01,48,HOME CARE,0.0,0,28,28
2014-02-01,48,LADIESWEAR,0.0,0,28,28
2014-02-01,48,LAWN AND GARDEN,95.0,0,28,3
2014-02-01,48,LINGERIE,175.0,0,28,1
2014-02-01,48,"LIQUOR,WINE,BEER",2587.0,0,28,6
2014-02-01,48,MAGAZINES,0.0,0,28,28
2014-02-01,48,MEATS,26850.389,0,28,0
2014-02-01,48,PERSONAL CARE,16159.0,0,28,0
2014-02-01,48,PET SUPPLIES,0.0,0,28,28
2014-02-01,48,PLAYERS AND ELECTRONICS,0.0,0,28,28
2014-02-01,48,POULTRY,28132.783,0,28,0
2014-02-01,48,PREPARED FOODS,3567.509,0,28,0
2014-02-01,48,PRODUCE,180.0,0,28,1
2014-02-01,48,SCHOOL AND OFFICE SUPPLIES,0.0,0,28,28
2014-02-01,48,SEAFOOD,668.4313,0,28,0
2014-02-01,49,AUTOMOTIVE,253.0,0,28,0
2014-02-01,49,BABY CARE,0.0,0,28,28
2014-02-01,49,BEAUTY,149.0,0,28,0
2014-02-01,49,BEVERAGES,78861.0,0,28,0
2014-02-01,49,BOOKS,0.0,0,28,28
2014-02-01,49,BREAD/BAKERY,18042.377,0,28,0
2014-02-01,49,CELEBRATION,0.0,0,28,28
2014-02-01,49,CLEANING,39141.0,0,28,0
2014-02-01,49,DAIRY,41578.0,0,28,0
2014-02-01,49,DELI,8201.435,0,28,0
2014-02-01,49,EGGS,10629.0,0,28,0
2014-02-01,49,FROZEN FOODS,8876.682,0,28,0
2014-02-01,49,GROCERY I,136548.0,0,28,0
2014-02-01,49,GROCERY II,1402.0,0,28,0
2014-02-01,49,HARDWARE,42.0,0,28,11
2014-02-01,49,HOME AND KITCHEN I,0.0,0,28,28
2014-02-01,49,HOME AND KITCHEN II,0.0,0,28,28
2014-02-01,49,HOME APPLIANCES,35.0,0,28,8
2014-02-01,49,HOME CARE,0.0,0,28,28
2014-02-01,49,LADIESWEAR,0.0,0,28,28
2014-02-01,49,LAWN AND GARDEN,271.0,0,28,2
2014-02-01,49,LINGERIE,316.0,0,28,0
2014-02-01,49,"LIQUOR,WINE,BEER",4242.0,0,28,6
2014-02-01,49,MAGAZINES,0.0,0,28,28
2014-02-01,49,MEATS,16931.072,0,28,0
2014-02-01,49,PERSONAL CARE,7348.0,0,28,0
2014-02-01,49,PET SUPPLIES,0.0,0,28,28
2014-02-01,49,PLAYERS AND ELECTRONICS,0.0,0,28,28
2014-02-01,49,POULTRY,23334.777,0,28,0
2014-02-01,49,PREPARED FOODS,7660.322,0,28,0
2014-02-01,49,PRODUCE,467.0,0,28,0
2014-02-01,49,SCHOOL AND OFFICE SUPPLIES,0.0,0,28,28
2014-02-01,49,SEAFOOD,1831.4023,0,28,0
2014-02-01,50,AUTOMOTIVE,343.0,0,28,0
2014-02-01,50,BABY CARE,0.0,0,28,28
2014-02-01,50,BEAUTY,140.0,0,28,1
2014-02-01,50,BEVERAGES,44994.0,0,28,0
2014-02-01,50,BOOKS,0.0,0,28,28
2014-02-01,50,BREAD/BAKERY,12618.292,0,28,0
2014-02-01,50,CELEBRATION,0.0,0,28,28
2014-02-01,50,CLEANING,41101.0,0,28,0
2014-02-01,50,DAIRY,29088.0,0,28,0
2014-02-01,50,DELI,11598.999,0,28,0
2014-02-01,50,EGGS,3399.0,0,28,0
2014-02-01,50,FROZEN FOODS,4990.104,0,28,0
2014-02-01,50,GROCERY I,144693.0,0,28,0
2014-02-01,50,GROCERY II,954.0,0,28,0
2014-02-01,50,HARDWARE,53.0,0,28,7
2014-02-01,50,HOME AND KITCHEN I,0.0,0,28,28
2014-02-01,50,HOME AND KITCHEN II,0.0,0,28,28
2014-02-01,50,HOME APPLIANCES,36.0,0,28,9
2014-02-01,50,HOME CARE,0.0,0,28,28
2014-02-01,50,LADIESWEAR,0.0,0,28,28
2014-02-01,50,LAWN AND GARDEN,100.0,0,28,6
2014-02-01,50,LINGERIE,279.0,0,28,2
2014-02-01,50,"LIQUOR,WINE,BEER",2604.0,0,28,6
2014-02-01,50,MAGAZINES,0.0,0,28,28
2014-02-01,50,MEATS,17179.299,0,28,0
2014-02-01,50,PERSONAL CARE,10591.0,0,28,0
2014-02-01,50,PET SUPPLIES,0.0,0,28,28
2014-02-01,50,PLAYERS AND ELECTRONICS,0.0,0,28,28
2014-02-01,50,POULTRY,14372.402,0,28,0
2014-02-01,50,PREPARED FOODS,3542.08,0,28,0
2014-02-01,50,PRODUCE,212.0,0,28,0
2014-02-01,50,SCHOOL AND OFFICE SUPPLIES,0.0,0,28,28
2014-02-01,50,SEAFOOD,572.4107,0,28,0
2014-02-01,51,AUTOMOTIVE,197.0,0,28,0
2014-02-01,51,BABY CARE,0.0,0,28,28
2014-02-01,51,BEAUTY,116.0,0,28,0
2014-02-01,51,BEVERAGES,77419.0,0,28,0
2014-02-01,51,BOOKS,0.0,0,28,28
2014-02-01,51,BREAD/BAKERY,20871.102,0,28,0
2014-02-01,51,CELEBRATION,0.0,0,28,28
2014-02-01,51,CLEANING,40101.0,0,28,0
2014-02-01,51,DAIRY,41343.0,0,28,0
2014-02-01,51,DELI,7152.939,0,28,0
2014-02-01,51,EGGS,9195.0,0,28,0
2014-02-01,51,FROZEN FOODS,7571.813,0,28,0
2014-02-01,51,GROCERY I,123341.0,0,28,0
2014-02-01,51,GROCERY II,749.0,0,28,0
2014-02-01,51,HARDWARE,26.0,0,28,10
2014-02-01,51,HOME AND KITCHEN I,0.0,0,28,28
2014-02-01,51,HOME AND KITCHEN II,0.0,0,28,28
2014-02-01,51,HOME APPLIANCES,36.0,0,28,10
2014-02-01,51,HOME CARE,0.0,0,28,28
2014-02-01,51,LADIESWEAR,0.0,0,28,28
2014-02-01,51,LAWN AND GARDEN,152.0,0,28,3
2014-02-01,51,LINGERIE,157.0,0,28,1
2014-02-01,51,"LIQUOR,WINE,BEER",3899.0,0,28,6
2014-02-01,51,MAGAZINES,0.0,0,28,28
2014-02-01,51,MEATS,16274.777,0,28,0
2014-02-01,51,PERSONAL CARE,7122.0,0,28,0
2014-02-01,51,PET SUPPLIES,0.0,0,28,28
2014-02-01,51,PLAYERS AND ELECTRONICS,0.0,0,28,28
2014-02-01,51,POULTRY,23174.883,0,28,0
2014-02-01,51,PREPARED FOODS,5504.568,0,28,0
2014-02-01,51,PRODUCE,428.0,0,28,1
2014-02-01,51,SCHOOL AND OFFICE SUPPLIES,0.0,0,28,28
2014-02-01,51,SEAFOOD,1601.0365,0,28,0
2014-02-01,52,AUTOMOTIVE,0.0,0,28,28
2014-02-01,52,BABY CARE,0.0,0,28,28
2014-02-01,52,BEAUTY,0.0,0,28,28
2014-02-01,52,BEVERAGES,0.0,0,28,28
2014-02-01,52,BOOKS,0.0,0,28,28
2014-02-01,52,BREAD/BAKERY,0.0,0,28,28
2014-02-01,52,CELEBRATION,0.0,0,28,28
2014-02-01,52,CLEANING,0.0,0,28,28
2014-02-01,52,DAIRY,0.0,0,28,28
2014-02-01,52,DELI,0.0,0,28,28
2014-02-01,52,EGGS,0.0,0,28,28
2014-02-01,52,FROZEN FOODS,0.0,0,28,28
2014-02-01,52,GROCERY I,0.0,0,28,28
2014-02-01,52,GROCERY II,0.0,0,28,28
2014-02-01,52,HARDWARE,0.0,0,28,28
2014-02-01,52,HOME AND KITCHEN I,0.0,0,28,28
2014-02-01,52,HOME AND KITCHEN II,0.0,0,28,28
2014-02-01,52,HOME APPLIANCES,0.0,0,28,28
2014-02-01,52,HOME CARE,0.0,0,28,28
2014-02-01,52,LADIESWEAR,0.0,0,28,28
2014-02-01,52,LAWN AND GARDEN,0.0,0,28,28
2014-02-01,52,LINGERIE,0.0,0,28,28
2014-02-01,52,"LIQUOR,WINE,BEER",0.0,0,28,28
2014-02-01,52,MAGAZINES,0.0,0,28,28
2014-02-01,52,MEATS,0.0,0,28,28
2014-02-01,52,PERSONAL CARE,0.0,0,28,28
2014-02-01,52,PET SUPPLIES,0.0,0,28,28
2014-02-01,52,PLAYERS AND ELECTRONICS,0.0,0,28,28
2014-02-01,52,POULTRY,0.0,0,28,28
2014-02-01,52,PREPARED FOODS,0.0,0,28,28
2014-02-01,52,PRODUCE,0.0,0,28,28
2014-02-01,52,SCHOOL AND OFFICE SUPPLIES,0.0,0,28,28
2014-02-01,52,SEAFOOD,0.0,0,28,28
2014-02-01,53,AUTOMOTIVE,0.0,0,28,28
2014-02-01,53,BABY CARE,0.0,0,28,28
2014-02-01,53,BEAUTY,0.0,0,28,28
2014-02-01,53,BEVERAGES,0.0,0,28,28
2014-02-01,53,BOOKS,0.0,0,28,28
2014-02-01,53,BREAD/BAKERY,0.0,0,28,28
2014-02-01,53,CELEBRATION,0.0,0,28,28
2014-02-01,53,CLEANING,0.0,0,28,28
2014-02-01,53,DAIRY,0.0,0,28,28
2014-02-01,53,DELI,0.0,0,28,28
2014-02-01,53,EGGS,0.0,0,28,28
2014-02-01,53,FROZEN FOODS,0.0,0,28,28
2014-02-01,53,GROCERY I,0.0,0,28,28
2014-02-01,53,GROCERY II,0.0,0,28,28
2014-02-01,53,HARDWARE,0.0,0,28,28
2014-02-01,53,HOME AND KITCHEN I,0.0,0,28,28
2014-02-01,53,HOME AND KITCHEN II,0.0,0,28,28
2014-02-01,53,HOME APPLIANCES,0.0,0,28,28
2014-02-01,53,HOME CARE,0.0,0,28,28
2014-02-01,53,LADIESWEAR,0.0,0,28,28
2014-02-01,53,LAWN AND GARDEN,0.0,0,28,28
2014-02-01,53,LINGERIE,0.0,0,28,28
2014-02-01,53,"LIQUOR,WINE,BEER",0.0,0,28,28
2014-02-01,53,MAGAZINES,0.0,0,28,28
2014-02-01,53,MEATS,0.0,0,28,28
2014-02-01,53,PERSONAL CARE,0.0,0,28,28
2014-02-01,53,PET SUPPLIES,0.0,0,28,28
2014-02-01,53,PLAYERS AND ELECTRONICS,0.0,0,28,28
2014-02-01,53,POULTRY,0.0,0,28,28
2014-02-01,53,PREPARED FOODS,0.0,0,28,28
2014-02-01,53,PRODUCE,0.0,0,28,28
2014-02-01,53,SCHOOL AND OFFICE SUPPLIES,0.0,0,28,28
2014-02-01,53,SEAFOOD,0.0,0,28,28
2014-02-01,54,AUTOMOTIVE,82.0,0,28,4
2014-02-01,54,BABY CARE,0.0,0,28,28
2014-02-01,54,BEAUTY,11.0,0,28,19
2014-02-01,54,BEVERAGES,15196.0,0,28,0
2014-02-01,54,BOOKS,0.0,0,28,28
2014-02-01,54,BREAD/BAKERY,5486.0,0,28,0
2014-02-01,54,CELEBRATION,0.0,0,28,28
2014-02-01,54,CLEANING,24534.0,0,28,0
2014-02-01,54,DAIRY,5314.0,0,28,0
2014-02-01,54,DELI,4046.0,0,28,0
2014-02-01,54,EGGS,1850.0,0,28,0
2014-02-01,54,FROZEN FOODS,362.214,0,28,0
2014-02-01,54,GROCERY I,61851.0,0,28,0
2014-02-01,54,GROCERY II,195.0,0,28,1
2014-02-01,54,HARDWARE,19.0,0,28,13
2014-02-01,54,HOME AND KITCHEN I,0.0,0,28,28
2014-02-01,54,HOME AND KITCHEN II,0.0,0,28,28
2014-02-01,54,HOME APPLIANCES,9.0,0,28,21
2014-02-01,54,HOME CARE,0.0,0,28,28
2014-02-01,54,LADIESWEAR,0.0,0,28,28
2014-02-01,54,LAWN AND GARDEN,0.0,0,28,28
2014-02-01,54,LINGERIE,150.0,0,28,3
2014-02-01,54,"LIQUOR,WINE,BEER",666.0,0,28,6
2014-02-01,54,MAGAZINES,0.0,0,28,28
2014-02-01,54,MEATS,1233.268,0,28,0
2014-02-01,54,PERSONAL CARE,4101.0,0,28,0
2014-02-01,54,PET SUPPLIES,0.0,0,28,28
2014-02-01,54,PLAYERS AND ELECTRONICS,0.0,0,28,28
2014-02-01,54,POULTRY,1537.988,0,28,0
2014-02-01,54,PREPARED FOODS,1436.0,0,28,0
2014-02-01,54,PRODUCE,0.0,0,28,28
2014-02-01,54,SCHOOL AND OFFICE SUPPLIES,0.0,0,28,28
2014-02-01,54,SEAFOOD,114.0,0,28,4
2014-03-01,1,AUTOMOTIVE,97.0,0,31,3
2014-03-01,1,BABY CARE,0.0,0,31,31
2014-03-01,1,BEAUTY,70.0,0,31,3
2014-03-01,1,BEVERAGES,55088.0,0,31,0
2014-03-01,1,BOOKS,0.0,0,31,31
2014-03-01,1,BREAD/BAKERY,8850.643,0,31,0
2014-03-01,1,CELEBRATION,412.0,0,31,1
2014-03-01,1,CLEANING,18919.0,0,31,0
2014-03-01,1,DAIRY,18516.0,0,31,0
2014-03-01,1,DELI,3029.8545,0,31,0
2014-03-01,1,EGGS,4613.0,0,31,0
2014-03-01,1,FROZEN FOODS,3438.566,0,31,0
2014-03-01,1,GROCERY I,58817.0,0,31,0
2014-03-01,1,GROCERY II,674.0,0,31,1
2014-03-01,1,HARDWARE,63.0,0,31,4
2014-03-01,1,HOME AND KITCHEN I,471.0,0,31,1
2014-03-01,1,HOME AND KITCHEN II,167.0,0,31,1
2014-03-01,1,HOME APPLIANCES,8.0,0,31,24
2014-03-01,1,HOME CARE,4400.0,0,31,0
2014-03-01,1,LADIESWEAR,438.0,0,31,3
2014-03-01,1,LAWN AND GARDEN,280.0,0,31,0
2014-03-01,1,LINGERIE,117.0,0,31,7
2014-03-01,1,"LIQUOR,WINE,BEER",2301.0,0,31,5
2014-03-01,1,MAGAZINES,43.0,0,31,11
2014-03-01,1,MEATS,9406.16,0,31,0
2014-03-01,1,PERSONAL CARE,3078.0,0,31,0
2014-03-01,1,PET SUPPLIES,193.0,0,31,1
2014-03-01,1,PLAYERS AND ELECTRONICS,197.0,0,31,1
2014-03-01,1,POULTRY,10338.245,0,31,0
2014-03-01,1,PREPARED FOODS,2448.46,0,31,0
2014-03-01,1,PRODUCE,66442.59,0,31,0
2014-03-01,1,SCHOOL AND OFFICE SUPPLIES,0.0,0,31,31
2014-03-01,1,SEAFOOD,998.0215,0,31,0
2014-03-01,2,AUTOMOTIVE,152.0,0,31,0
2014-03-01,2,BABY CARE,0.0,0,31,31
2014-03-01,2,BEAUTY,100.0,0,31,2
2014-03-01,2,BEVERAGES,94449.0,0,31,0
2014-03-01,2,BOOKS,0.0,0,31,31
2014-03-01,2,BREAD/BAKERY,12631.221,0,31,0
2014-03-01,2,CELEBRATION,343.0,0,31,0
2014-03-01,2,CLEANING,31824.0,0,31,0
2014-03-01,2,DAIRY,28887.0,0,31,0
2014-03-01,2,DELI,7050.117,0,31,0
2014-03-01,2,EGGS,5996.0,0,31,0
2014-03-01,2,FROZEN FOODS,4274.795,0,31,0
2014-03-01,2,GROCERY I,107925.0,0,31,0
2014-03-01,2,GROCERY II,735.0,0,31,0
2014-03-01,2,HARDWARE,45.0,0,31,9
2014-03-01,2,HOME AND KITCHEN I,730.0,0,31,0
2014-03-01,2,HOME AND KITCHEN II,323.0,0,31,1
2014-03-01,2,HOME APPLIANCES,20.0,0,31,15
2014-03-01,2,HOME CARE,8503.0,0,31,0
2014-03-01,2,LADIESWEAR,1024.0,0,31,0
2014-03-01,2,LAWN AND GARDEN,267.0,0,31,2
2014-03-01,2,LINGERIE,395.0,0,31,0
2014-03-01,2,"LIQUOR,WINE,BEER",2253.0,0,31,5
2014-03-01,2,MAGAZINES,39.0,0,31,11
2014-03-01,2,MEATS,15475.089,0,31,0
2014-03-01,2,PERSONAL CARE,7948.0,0,31,0
2014-03-01,2,PET SUPPLIES,263.0,0,31,0
2014-03-01,2,PLAYERS AND ELECTRONICS,341.0,0,31,0
2014-03-01,2,POULTRY,16976.69,0,31,0
2014-03-01,2,PREPARED FOODS,4019.403,0,31,0
2014-03-01,2,PRODUCE,80740.2,0,31,0
2014-03-01,2,SCHOOL AND OFFICE SUPPLIES,0.0,0,31,31
2014-03-01,2,SEAFOOD,1016.9314,0,31,0
2014-03-01,3,AUTOMOTIVE,267.0,0,31,0
2014-03-01,3,BABY CARE,0.0,0,31,31
2014-03-01,3,BEAUTY,224.0,0,31,1
2014-03-01,3,BEVERAGES,236638.0,0,31,0
2014-03-01,3,BOOKS,0.0,0,31,31
2014-03-01,3,BREAD/BAKERY,31489.965,0,31,0
2014-03-01,3,CELEBRATION,1130.0,0,31,0
2014-03-01,3,CLEANING,64958.0,0,31,0
2014-03-01,3,DAIRY,65263.0,0,31,0
2014-03-01,3,DELI,11058.952,0,31,0
2014-03-01,3,EGGS,17425.0,0,31,0
2014-03-01,3,FROZEN FOODS,10843.739,0,31,0
2014-03-01,3,GROCERY I,220716.0,0,31,0
2014-03-01,3,GROCERY II,1946.0,0,31,0
2014-03-01,3,HARDWARE,122.0,0,31,2
2014-03-01,3,HOME AND KITCHEN I,1169.0,0,31,0
2014-03-01,3,HOME AND KITCHEN II,538.0,0,31,0
2014-03-01,3,HOME APPLIANCES,82.0,0,31,2
2014-03-01,3,HOME CARE,14684.0,0,31,0
2014-03-01,3,LADIESWEAR,1566.0,0,31,1
2014-03-01,3,LAWN AND GARDEN,492.0,0,31,0
2014-03-01,3,LINGERIE,917.0,0,31,0
2014-03-01,3,"LIQUOR,WINE,BEER",5735.0,0,31,5
2014-03-01,3,MAGAZINES,111.0,0,31,8
2014-03-01,3,MEATS,26232.627,0,31,0
2014-03-01,3,PERSONAL CARE,12039.0,0,31,0
2014-03-01,3,PET SUPPLIES,611.0,0,31,0
2014-03-01,3,PLAYERS AND ELECTRONICS,1128.0,0,31,0
2014-03-01,3,POULTRY,40175.836,0,31,0
2014-03-01,3,PREPARED FOODS,12088.45,0,31,0
2014-03-01,3,PRODUCE,250661.36,0,31,0
2014-03-01,3,SCHOOL AND OFFICE SUPPLIES,0.0,0,31,31
2014-03-01,3,SEAFOOD,3750.3462,0,31,0
2014-03-01,4,AUTOMOTIVE,135.0,0,31,0
2014-03-01,4,BABY CARE,0.0,0,31,31
2014-03-01,4,BEAUTY,117.0,0,31,2
2014-03-01,4,BEVERAGES,79888.0,0,31,0
2014-03-01,4,BOOKS,0.0,0,31,31
2014-03-01,4,BREAD/BAKERY,11471.851,0,31,0
2014-03-01,4,CELEBRATION,304.0,0,31,1
2014-03-01,4,CLEANING,28256.0,0,31,0
2014-03-01,4,DAIRY,26976.0,0,31,0
2014-03-01,4,DELI,6164.5283,0,31,0
2014-03-01,4,EGGS,5643.0,0,31,0
2014-03-01,4,FROZEN FOODS,4007.24,0,31,0
2014-03-01,4,GROCERY I,95393.0,0,31,0
2014-03-01,4,GROCERY II,659.0,0,31,0
2014-03-01,4,HARDWARE,39.0,0,31,13
2014-03-01,4,HOME AND KITCHEN I,451.0,0,31,0
2014-03-01,4,HOME AND KITCHEN II,192.0,0,31,1
2014-03-01,4,HOME APPLIANCES,14.0,0,31,21
2014-03-01,4,HOME CARE,7982.0,0,31,0
2014-03-01,4,LADIESWEAR,916.0,0,31,0
2014-03-01,4,LAWN AND GARDEN,268.0,0,31,1
2014-03-01,4,LINGERIE,66.0,0,31,7
2014-03-01,4,"LIQUOR,WINE,BEER",2322.0,0,31,5
2014-03-01,4,MAGAZINES,40.0,0,31,10
2014-03-01,4,MEATS,11482.856,0,31,0
2014-03-01,4,PERSONAL CARE,5180.0,0,31,0
2014-03-01,4,PET SUPPLIES,143.0,0,31,1
2014-03-01,4,PLAYERS AND ELECTRONICS,312.0,0,31,0
2014-03-01,4,POULTRY,16238.739,0,31,0
2014-03-01,4,PREPARED FOODS,4071.214,0,31,0
2014-03-01,4,PRODUCE,78013.32,0,31,0
2014-03-01,4,SCHOOL AND OFFICE SUPPLIES,0.0,0,31,31
2014-03-01,4,SEAFOOD,1071.8954,0,31,0
2014-03-01,5,AUTOMOTIVE,158.0,0,31,1
2014-03-01,5,BABY CARE,0.0,0,31,31
2014-03-01,5,BEAUTY,135.0,0,31,1
2014-03-01,5,BEVERAGES,62348.0,0,31,0
2014-03-01,5,BOOKS,0.0,0,31,31
2014-03-01,5,BREAD/BAKERY,11291.934,0,31,0
2014-03-01,5,CELEBRATION,752.0,0,31,0
2014-03-01,5,CLEANING,34659.0,0,31,0
2014-03-01,5,DAIRY,17669.0,0,31,0
2014-03-01,5,DELI,7915.066,0,31,0
2014-03-01,5,EGGS,4174.0,0,31,0
2014-03-01,5,FROZEN FOODS,4118.183,0,31,0
2014-03-01,5,GROCERY I,98738.0,0,31,0
2014-03-01,5,GROCERY II,469.0,0,31,0
2014-03-01,5,HARDWARE,36.0,0,31,13
2014-03-01,5,HOME AND KITCHEN I,677.0,0,31,0
2014-03-01,5,HOME AND KITCHEN II,813.0,0,31,0
2014-03-01,5,HOME APPLIANCES,31.0,0,31,11
2014-03-01,5,HOME CARE,7987.0,0,31,0
2014-03-01,5,LADIESWEAR,519.0,0,31,0
2014-03-01,5,LAWN AND GARDEN,65.0,0,31,7
2014-03-01,5,LINGERIE,676.0,0,31,0
2014-03-01,5,"LIQUOR,WINE,BEER",2061.0,0,31,5
2014-03-01,5,MAGAZINES,85.0,0,31,5
2014-03-01,5,MEATS,9977.594,0,31,0
2014-03-01,5,PERSONAL CARE,7926.0,0,31,0
2014-03-01,5,PET SUPPLIES,76.0,0,31,4
2014-03-01,5,PLAYERS AND ELECTRONICS,265.0,0,31,0
2014-03-01,5,POULTRY,8998.002,0,31,0
2014-03-01,5,PREPARED FOODS,3078.1401,0,31,0
2014-03-01,5,PRODUCE,56253.535,0,31,0
2014-03-01,5,SCHOOL AND OFFICE SUPPLIES,0.0,0,31,31
2014-03-01,5,SEAFOOD,470.9263,0,31,0
2014-03-01,6,AUTOMOTIVE,196.0,0,31,0
2014-03-01,6,BABY CARE,0.0,0,31,31
2014-03-01,6,BEAUTY,171.0,0,31,0
2014-03-01,6,BEVERAGES,106978.0,0,31,0
2014-03-01,6,BOOKS,0.0,0,31,31
2014-03-01,6,BREAD/BAKERY,15256.456,0,31,0
2014-03-01,6,CELEBRATION,440.0,0,31,0
2014-03-01,6,CLEANING,39686.0,0,31,0
2014-03-01,6,DAIRY,31728.0,0,31,0
2014-03-01,6,DELI,9944.953,0,31,0
2014-03-01,6,EGGS,7170.0,0,31,0
2014-03-01,6,FROZEN FOODS,6371.553,0,31,0
2014-03-01,6,GROCERY I,133620.0,0,31,0
2014-03-01,6,GROCERY II,1027.0,0,31,0
2014-03-01,6,HARDWARE,16.0,0,31,19
2014-03-01,6,HOME AND KITCHEN I,714.0,0,31,0
2014-03-01,6,HOME AND KITCHEN II,232.0,0,31,0
2014-03-01,6,HOME APPLIANCES,27.0,0,31,16
2014-03-01,6,HOME CARE,10237.0,0,31,0
2014-03-01,6,LADIESWEAR,1204.0,0,31,0
2014-03-01,6,LAWN AND GARDEN,236.0,0,31,1
2014-03-01,6,LINGERIE,233.0,0,31,0
2014-03-01,6,"LIQUOR,WINE,BEER",2620.0,0,31,5
2014-03-01,6,MAGAZINES,44.0,0,31,7
2014-03-01,6,MEATS,16304.104,0,31,0
2014-03-01,6,PERSONAL CARE,8796.0,0,31,0
2014-03-01,6,PET SUPPLIES,272.0,0,31,0
2014-03-01,6,PLAYERS AND ELECTRONICS,418.0,0,31,0
2014-03-01,6,POULTRY,22679.812,0,31,0
2014-03-01,6,PREPARED FOODS,5132.028,0,31,0
2014-03-01,6,PRODUCE,89955.35,0,31,0
2014-03-01,6,SCHOOL AND OFFICE SUPPLIES,0.0,0,31,31
2014-03-01,6,SEAFOOD,1550.8468,0,31,0
2014-03-01,7,AUTOMOTIVE,110.0,0,31,0
2014-03-01,7,BABY CARE,0.0,0,31,31
2014-03-01,7,BEAUTY,82.0,0,31,1
2014-03-01,7,BEVERAGES,119745.0,0,31,0
2014-03-01,7,BOOKS,0.0,0,31,31
2014-03-01,7,BREAD/BAKERY,16667.629,0,31,0
2014-03-01,7,CELEBRATION,478.0,0,31,0
2014-03-01,7,CLEANING,31547.0,0,31,0
2014-03-01,7,DAIRY,38598.0,0,31,0
2014-03-01,7,DELI,4641.155,0,31,0
2014-03-01,7,EGGS,8921.0,0,31,0
